exp_id;peak_id;year;season;host;route1;route2;route3;route4;nation;leaders;sponsor;success1;success2;success3;success4;ascent1;ascent2;ascent3;ascent4;claimed;disputed;countries;approach;bc_date;summit_date;summit_time;summit_days;tot_days;term_date;term_reason;term_note;high_point;traverse;ski;parapente;camps;rope;tot_members;summit_members;summiter_deaths;tot_hired;summit_hired;hired_deaths;no_hired;o2_used;o2_none;o2_climb;o2_descent;o2_sleep;o2_medical;o2_taken;o2_unkwn;other_smts;campsites;accidents;achievment;agency;comrte;stdrte;primrte;primmem;primref;primid;chksum;peak_name;peak_height
EVER19169;EVER;2019;1;2;N Col-NE Ridge;;;;India;Shekhar Babu Bachinepally;Transcend Adventures Everest North Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, UK;Lhasa->Tingri->Everest BC;18-04-19;23-05-19;0335;35;12;30-04-19;1;;8850;FALSE;FALSE;FALSE;3;0;22;10;0;23;12;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(18/04,5000m),IC(25/04),ABC(26/06,6400m),C1(30/04,7000m),C2(21/05,7900m),C3(22/05,8300m),Smt(23/05);;;Arun Treks/Transcend Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19170;EVER;2019;1;2;N Col-NE Ridge;;;;Netherlands;Arnold Coster;Arnold Coster Expeditions Everest 2018;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, Nepal, Romania, Russia, Serbia, USA;Lhasa->Tingri->Everest BC;15-04-19;23-05-19;0430;38;42;27-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;11;8;0;11;8;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;;BC(15/04,5700m),ABC(21/04,6400m),C1(29/04,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23-24/05);;;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19171;EVER;2019;1;2;N Col-NE Ridge;;;;Italy;Edmond Joyeusaz;Three Italians on Everest;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lhasa->Tingri->Everest BC;17-04-19;23-05-19;0400;36;40;27-05-19;1;;8850;FALSE;TRUE;FALSE;3;0;4;1;0;4;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(17/04,5200m),ABC(24/04,6400m),C1(20/05,7000m),C2(21/05,7600m),C3(22/05,8300m),Smt(23/05);;;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19172;EVER;2019;1;2;N Col-NE Ridge;;;;UK;Diahanne Gilbert;Adventure Peaks Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Finland, Greece;Lhasa->Tingri-Everest BC;15-04-19;23-05-19;1200;38;44;29-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;5;4;0;6;4;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(15/04,5200m),ABC(22/04,6500m),C1(10/05,7000m),C2(22/06,7600m),C3(23/05,8300m),Smt(23-24/05);;;Makalu Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19173;EVER;2019;1;2;N Col-NE Ridge;;;;Australia;Rolfe Oostra;360 Expeditions Everest 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Ireland, UK;Kathmandu->Kerung->Tingri->Everest BC;08-04-19;23-05-19;0900;45;49;27-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;6;3;1;6;3;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(08/04,5700m),ABC(13/04,6400m),C1(28/04,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Himalayan Guides;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19174;EVER;2019;1;2;N Col-NE Ridge;;;;UK;Sean James;Himalayan Guides Everest North Expedition, 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Russia;Lhasa->Tingri->Everest BC;17-04-19;23-05-19;0600;36;39;26-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;4;3;0;5;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(17/04,5700m),ABC(25/04,6400m),C1(05/05,7000m),C2(21/05,7700m),C3(8300m),Smt(23/05);;;Himalayan Guides;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19175;EVER;2019;1;2;N Col-NE Ridge;;;;Russia;Alex Abramov;Seven Summits Club Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Azerbaijan, Cyprus, Latvia, Moldova, Poland;Lhasa->Tingri->Everest BC;20-04-19;23-05-19;;33;36;26-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;14;13;0;14;14;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(20/04,5100m),IC(23/04,5800m),ABC(02/05,6400m),C1(03/05,7000m),C2(21/05,7900m),C3(22/05,8300m),Smt(23-24/05);;;7 Summits Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19176;EVER;2019;1;2;N Col-NE Ridge;;;;India;Kuntal Joisher;Joisher Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Kerung->Tingri->Everest BC;16-04-19;23-05-19;0530;37;41;27-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;2;2;0;2;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(16/04,5700m),ABC(29/04,6400m),C1(01/05,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Satori Adventures;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19177;EVER;2019;1;2;N Col-NE Ridge;;;;Ukraine;Valentyn Sypavin;Alpomania Everest North 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Russia;Lhasa->Tingri->Everest BC;18-04-19;23-05-19;0558;35;37;25-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;4;4;0;4;4;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(18/04,7500m),ABC(24/04,6400m),C1(02/05,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Climbalaya (Satori Adventures pmt);TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19178;EVER;2019;1;2;N Col-NE Ridge;;;;Russia;Olga Koroleva;Koroleva Everest North Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lhasa->Tingri-Everest BC;18-04-19;28-05-19;0611;40;44;01-06-19;1;;8850;FALSE;FALSE;FALSE;3;0;1;1;0;2;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(18/04,5700m),ABC(01/05,6400m),C1(02/05,7000m),C2(26/05,7000m),C3(27/05,8300m),Smt(28/05);;;Climbalaya (Satori Adventures pmt);TRUE;TRUE;FALSE;FALSE;FALSE;;2461551;Everest;8850
EVER19179;EVER;2019;1;2;N Col-NE Ridge;;;;New Zealand;Jamie McGuinness;Project Himalaya Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;USA;Lhasa->Tingri->Everest BC;23-04-19;30-05-19;0528;37;42;04-06-19;1;;8850;FALSE;FALSE;FALSE;3;0;8;5;0;15;8;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(23/04,5700m),ABC(30/04,6400m),C1(04/05,7000m),C2(28/05,7650m),C3(29/05,8300m),Smt(30/05);;;Expedition Himalaya;TRUE;TRUE;FALSE;FALSE;FALSE;;2461553;Everest;8850
EVER19180;EVER;2019;1;2;N Col-NE Ridge;;;;USA;Scott Woolums;Adventures International/Mountain Trip Everest Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Kerung->Tingri->Everest BC;22-04-19;29-05-19;;37;39;31-05-19;4;Abandoned at 8000m due to high winds;8000;FALSE;FALSE;FALSE;2;0;2;0;0;3;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(22/04,5700m),ABC(30/04,6400m),C1(27/05,7000m),C2(28/05,7700m)),xxx(29/05,8000m);;;Expedition Himalaya;TRUE;TRUE;FALSE;FALSE;FALSE;;2461552;Everest;8850
EVER19181;EVER;2019;1;2;N Col-NE Ridge;;;;Japan;Ryuseki Hiraoka;Ryuseki Expeditions Everest Tibet 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Gosainkund->Kerung->Tingri->Everest BC;15-04-19;23-05-19;0735;38;42;27-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;3;2;0;3;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(15/04,5150m),ABC(26/04,6400m),C1(30/04,7050m),C2(21/05,7600m),C3(22/05,8200m),Smt(23/05);;;Mountain Experience;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19182;EVER;2019;1;2;N Col-NE Ridge;;;;France;Catherine Vulliez;Everest North Side 2019 'Un reve au dela du raisonable';TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Kerung->Tingri->Everest BC;16-04-19;23-05-19;0600;37;46;01-06-19;1;;8850;FALSE;FALSE;FALSE;3;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(16/04,5700m),ABC(25/04,6400m),C1(02/05,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Asian Trekking (Climbalaya pmt);TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19183;EVER;2019;1;2;N Col-NE Ridge;;;;Argentina;Horacio Galanti;First Argentinian Both Sides Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Kerung->Tingri->Everest BC;15-04-19;23-05-19;0730;38;42;27-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(15/04,5700m),ABC(20/04,6400m),C1(30/04,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Rolwaling Excursion;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19184;EVER;2019;1;2;N Col-NE Ridge;;;;Canada;Christopher Dare;Christopher Dare Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Kathmandu->Kerung->Tingri->Everest BC;08-04-19;23-05-19;0900;45;51;29-05-19;1;;8850;FALSE;FALSE;FALSE;3;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(08/04,5700m),ABC(13/04,6400m),C1(28/04,7000m),C2(21/05,7700m),C3(22/05,8300m),Smt(23/05);;;Himalayan Guides;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19185;EVER;2019;1;2;N Col-NE Ridge;;;;China;Tibetan Rope-fixing;Tibetan Rope-Fixing Everest North 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;22-05-19;;0;0;  -   -;1;;8850;FALSE;FALSE;FALSE;3;0;0;0;0;6;6;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC,ABC(6400m),C1(7028m),C2(7790m),C3(8300m),Smt(22/05);;;Holy Mountain Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461545;Everest;8850
EVER19186;EVER;2019;1;2;N Col-NE Ridge;;;;China;Tsering Samdrup;Holy Mountain Adventure Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lhasa->Tingri->Everest BC;  -   -;23-05-19;0616;0;0;  -   -;1;;8850;FALSE;FALSE;FALSE;3;0;13;12;0;21;21;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC,ABC(6400m),C1(7028m),C2(7790m),C3(8300m),Smt(23/05);;;Holy Mountain Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19187;EVER;2019;1;1;S Col-SE Ridge;;;;Nepal;Gopal Shrestha;Step Up Campaign: 2nd Phase Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Salleri->Namche->Lobuche->Everest BC;19-04-19;22-05-19;0815;33;0;  -   -;1;;8850;FALSE;FALSE;FALSE;4;0;1;1;0;1;1;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(19/04,5350m),C1(6050m),C2(6500m),C3(20/05,7300m),C4(21/05,7900m),Smt(22/05);;;Dreamers Destination Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461545;Everest;8850
EVER19188;EVER;2019;1;1;S Col-SE Ridge;;;;Nepal;Lila Bahadur Basnet;Shortest Period Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Deboche->Everest BC;19-05-19;22-05-19;0600;3;0;  -   -;1;;8850;FALSE;FALSE;FALSE;4;0;1;1;0;0;0;0;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(19/05,5400m),C1(20/05,6200m),C2(20/05,6800m),C3(21/05,7200m),C4(21/05,8000m),Smt(22/05);;;Seven Summit Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461545;Everest;8850
EVER19189;EVER;2019;1;1;S Col-SE Ridge;;;;Saudi Arabia;Saud Al-Eidi;Saudi Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;23-05-19;0930;0;0;  -   -;1;;8850;FALSE;FALSE;FALSE;4;0;1;1;0;3;3;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC,C1,C2,C3,C4,Smt(23/05);;;HST Adventures permit;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
EVER19190;EVER;2019;1;1;S Col-SE Ridge;;;;China;Cong Wang;Snowy Horizon Chinese Everest Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;23-05-19;0900;0;0;  -   -;1;;8850;FALSE;FALSE;FALSE;0;0;3;3;0;4;4;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;Smt(23/05);;;Snowy Horizon Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461546;Everest;8850
GYLZ19101;GYLZ;2019;1;1;SE Face from S;;;;Nepal;Maya Gurung;First Jugal Expedition 2019;TRUE;FALSE;FALSE;FALSE;1st;;;;FALSE;FALSE;;Kyansing->Dippu->Chidakpa Kharka->Nyanya Masal;03-04-19;09-04-19;1130;6;9;12-04-19;1;;6151;FALSE;FALSE;FALSE;1;0;6;3;0;4;4;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(03/04,4500m),ABC(05/04,4700m),C1(08/04,5000m),Smt(09/04);"Two members got high-altitude sickness; Sharmila Thapa, heli-rescued on 11 April to Kathmandu due to falling injury";1st ascent of Gyalzen Peak;Everest Women Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2461997;Gyalzen Peak;6151
HIMJ19101;HIMJ;2019;1;1;N Ridge;;;;Japan;Yasuhiro Hanatani;Shinshu University Himlung Himal Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Koto->Meta->Phu->BC;13-04-19;08-05-19;;25;29;12-05-19;5;Abandoned at 6600m due to deep snow;6600;FALSE;FALSE;FALSE;3;0;5;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Himlung (HIML-191-03);BC(13/04,4750m),C1(06/05,5400m),C2(07/05,6000m),C3(08/05),6600m),xxx;;;Cosmo Treks;FALSE;FALSE;FALSE;FALSE;TRUE;HIML19103;2462071;Himjung;7092
HIML18319;HIML;2018;3;1;NW Ridge;;;;France;Jean Wojcik;French Himlung Himal Expedition 2018;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;20-10-18;23-10-18;;3;4;24-10-18;4;Abandoned at 6700m due to cold climate;6700;FALSE;FALSE;FALSE;2;0;4;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(20/10,4900m),C1(21/10,5400m),C2(22/10,6000m),xxx(23/10,6700m);;;Base Camp Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2461963;Himlung Himal;7126
HIML19101;HIML;2019;1;1;NW Ridge;;;;Netherlands;Alexander Blankestijn;BNB Himlung Himal Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Koto->Nar-Lhu->Kobler BC;01-05-19;09-05-19;1120;8;9;10-05-19;1;;7126;FALSE;FALSE;FALSE;3;0;2;2;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(01/05,4800m),C1(04/05,5400m),C2(06/05,6100m),C3(08/05,6300m),Smt(09/05);;;Summit Nepal Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2462162;Himlung Himal;7126
HIML19102;HIML;2019;1;1;NW Ridge;;;;France;Lionel Chatain;French Himlung Himal Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Dharapani->Koto->Phu->BC;24-04-19;30-04-19;1230;6;8;02-05-19;1;;7126;FALSE;FALSE;FALSE;3;330;7;6;0;3;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(24/04,4950m),C1(26/04,5450m),C2(28/04,6030m),C3(29/04,6200m),Smt(30/04);;;Tribeni Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2462153;Himlung Himal;7126
HIML19103;HIML;2019;1;1;NW Ridge;;;;Japan;Yasuhiro Hanatani;Shinshu University Himlung Himal Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Koto->Meta->Phu->BC;13-04-19;28-04-19;1000;15;29;12-05-19;1;;7126;FALSE;FALSE;FALSE;2;0;5;5;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Attempted Himjung (HIMJ-191-01);BC(13/04,4750m),C1(22/04,5450m),C2(27/04,6000m),Smt(28/04,09/05);;;Cosmo Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2462151;Himlung Himal;7126
HIML19104;HIML;2019;1;1;NW Ridge;;;;Switzerland;Paulo Grobel;Paulo Grobel Himlung Himal Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;France, Netherlands;;  -   -;09-05-19;0920;0;0;  -   -;1;;7126;FALSE;FALSE;FALSE;3;0;10;4;0;7;4;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(4850m),C1(04/05,5400m),C2(6100m),C3(08/05,6300m),Smt(09/05);;;Himalayan Travellers Nepal;FALSE;FALSE;FALSE;FALSE;FALSE;;2462162;Himlung Himal;7126
HIML19105;HIML;2019;1;1;NW Ridge;;;;USA;Samuel Tyler;Happy Feet Baruntse Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia;Koto->Meta->Phu->Himlung BC;07-05-19;07-05-19;;0;0;  -   -;7;Abandoned at 4900m (BC) due to member health problems;4900;FALSE;FALSE;FALSE;0;0;2;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(07/05,4900m),xxx;;;Happy Feet Mountaineers;FALSE;FALSE;FALSE;FALSE;FALSE;;2462160;Himlung Himal;7126
JANE19101;JANE;2019;1;1;"E Face (up); SE Ridge (down)";;;;Russia;Sergei Nilov;Russian Jannu East Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Poland;By heli to Ghunsa;11-03-19;28-03-19;;17;23;03-04-19;10;Abandoned at 7412m due to route conditions & difficulties, supplies, fatigue;7412;FALSE;FALSE;FALSE;17;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(11/03,4800m),Biv1...Biv13,xxx(28/03,7412m),Biv14...Biv17,BC(02/04,4900m);;;Dream Himalaya Adventures;FALSE;FALSE;FALSE;FALSE;FALSE;;2462120;Jannu East;7460
KANB19101;KANB;2019;1;1;S Face;;;;Italy;Romano Benet;Nives & Romano Kangbachen Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Yamphudin->Ramche-.BC;27-04-19;02-05-19;;5;9;06-05-19;9;Abandoned at 6300m due to large crevasses;6300;FALSE;FALSE;FALSE;1;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(27/04,5100m),C1(01/05,6250m),xxx(02/05,6300m);;;Cho Oyu Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2462245;Kangbachen;7902
KANG19101;KANG;2019;1;1;SW Face;;;;Nepal;Sherpa Rope-Fixing;Sherpa Rope-Fixing Kangchenjunga 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;  -   -;14-05-19;1515;0;0;  -   -;1;;8586;FALSE;FALSE;FALSE;0;0;0;0;0;6;6;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;Smt(14/05);;;;FALSE;TRUE;FALSE;FALSE;FALSE;;2462302;Kangchenjunga;8586
KANG19102;KANG;2019;1;1;SW Face;;;;Mexico;Viridiana Alvarez Chavez;Seven Summit Treks Kangchenjunga Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Argentina, Bulgaria, China, Czech Republic, Italy, Japan, Malaysia, Slovenia, Switzerland;Flight to Badrapur, Jeep, trekking to Seram, from Seram to BC by heli;19-04-19;15-05-19;0445;26;28;17-05-19;1;;8586;FALSE;FALSE;FALSE;3;0;10;7;0;8;8;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(19/04,5500m),C2(23/04,6200m),C3(30/04,6980m),C4(14/05,7350m),Smt(15/05);;Alvarez first Mexican woman on Kangchenjunga;Seven Summit Treks;FALSE;TRUE;FALSE;FALSE;FALSE;;2462303;Kangchenjunga;8586
KANG19103;KANG;2019;1;1;SW Face;;;;India;Umesh Zirpe;Giripremi’s Mt. Kangchenjunga Eco Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;17-04-19;15-05-19;0515;28;31;18-05-19;1;;8586;FALSE;FALSE;FALSE;3;0;11;10;0;10;10;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(17/04,5400m),C2(23/04,6280m),C3(13/05,6900m),C4(14/04,7400m),Smt(15/05);;;Peak Promotion;FALSE;TRUE;FALSE;FALSE;FALSE;;2462303;Kangchenjunga;8586
KANG19104;KANG;2019;1;1;SW Face;;;;India;Biplab Baidya;Peak Promotion International Kangchenjunga Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Bulgaria, Chile, Germany, Nepal, Singapore;Heli frfom Tseram for most members;17-04-19;15-05-19;;28;31;18-05-19;1;;8586;FALSE;FALSE;FALSE;3;0;10;9;3;11;9;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(17/04,5500m),C2,C3(13/05,6980m),C4(14/05,7360m),Smt(15/05);;;Peak Promotion;FALSE;TRUE;FALSE;FALSE;FALSE;;2462303;Kangchenjunga;8586
KANG19105;KANG;2019;1;1;SW Face;;;;Chile;Hernan Leal;FastCo Boyden Kangchenjunga Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Heli to Tseram;20-04-19;15-05-19;0515;25;27;17-05-19;1;;8586;FALSE;FALSE;FALSE;4;0;1;1;0;4;4;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(20/04,5500m),C1(24/04,6200m),C2(28/04,6100m),C3(29/04,7000m),C4(13/05,7500m),Smt(15/05);;;Shangri-La Nepal Treks;FALSE;TRUE;FALSE;FALSE;FALSE;;2462303;Kangchenjunga;8586
KANG19106;KANG;2019;1;1;SW Face;;;;Nepal;Nirmal Purja;Project Possible 14/7 – Kangchenjunga 8586m;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;By heli to BC;14-04-19;15-05-19;1119;31;0;  -   -;1;;8586;FALSE;FALSE;FALSE;1;0;1;1;0;2;2;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(14/05),C2(14/05),Smt(15/05);;;Seven Summit Treks;FALSE;TRUE;FALSE;FALSE;FALSE;;2462303;Kangchenjunga;8586
LANG19101;LANG;2019;1;1;SE Ridge;;;;Germany;Felix Berg;German-Polish Langtang Expedition 2019;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Poland;Shyabru Besi->Kyanjin Gompa->BC;15-04-19;13-05-19;;28;30;15-05-19;4;Abandoned at 6200m due to low visibility;6200;FALSE;FALSE;FALSE;2;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(15/04,4300m),C1A(24/04,5300m),C1B(29/04,5500m),C2(12/05,6000m),xxx(13/05,6200m);;;Everest Parivar;FALSE;FALSE;FALSE;FALSE;FALSE;;2462481;Langtang Lirung;7227
LCHA19101;LCHA;2019;1;1;S side;;;;Australia;Tim Macartney-Snape;;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;USA;Flight to Simikot->Lachama Valley;07-05-19;14-05-19;;7;8;15-05-19;12;Abandoned at 6100m due to bad weather (recon expedition only);6100;FALSE;FALSE;FALSE;0;0;11;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(07/05,4500m),ABC(09/05,5400m),xxx(14/05,6100m);;;Highland Excursions;FALSE;FALSE;FALSE;FALSE;FALSE;;2462527;Lachama Chuli;6721
LHOT19101;LHOT;2019;1;1;W Face;;;;Nepal;Mingma Gyalje Sherpa;Imagine Nepal Lhotse Expedition 2019;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;China, Greece, Pakistan;Lukla->Pangboche->Everest BC;13-04-19;14-05-19;0945;31;40;23-05-19;1;;8516;FALSE;FALSE;FALSE;4;0;5;4;0;7;7;0;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;BC(13/04,5300m),C1(25/04,5900m),C2(26/04,6400m),C3(11/05,7100m),C4(13/05,7700m),Smt(14/05);;;Imagine Nepal;FALSE;TRUE;FALSE;FALSE;TRUE;EVER19132;2462707;Lhotse;8516
